name,i2,i3,o1,i1,i4,o2
RZE_resampled_33,6.0,11.3,0.3,0.4,1.6,2.5
RZE_resampled_34,6.0,11.3,0.3,0.46,1.6,2.5
RZE_resampled_35,6.0,11.3,0.3,0.3195666166707577,1.5863467910200513,2.489008891945984
RZE_resampled_36,6.0,11.3,0.3,0.3,1.5600000000000003,2.5
RZE_resampled_39,6.0,11.3,0.3,0.2601021255072814,1.6026201239536182,2.455375498031385
RZE_resampled_40,6.0,11.3,0.3,0.32,1.9,2.5
RZE_resampled_41,6.0,11.3,0.3,0.35,1.9,2.5
RZE_resampled_42,6.0,11.3,0.3,0.38000000000000006,1.9,2.5
RZE_resampled_43,6.0,11.3,0.3,0.37820142344486596,1.9561479070538588,2.582196065558534
RZE_resampled_44,6.0,11.3,0.3,0.3,1.92,2.5
RZE_resampled_45,6.0,11.3,0.3,0.3,1.95,2.5
RZE_resampled_46,6.0,11.3,0.3,0.3,1.98,2.5
RZE_resampled_47,6.0,11.3,0.3,0.2752982501893292,1.9097759136691006,2.4601892004047348
RZE_resampled_48,6.0,11.3,0.3,0.32,1.8800000000000001,2.5
RZE_resampled_49,6.0,11.3,0.3,0.35,1.85,2.5
RZE_resampled_50,6.0,11.3,0.3,0.38000000000000006,1.82,2.5
RZE_resampled_51,6.0,11.3,0.3,0.21926898236668838,1.9252281213403353,2.465437450061075
RZE_resampled_52,6.0,11.3,0.3,0.32,1.92,2.5
RZE_resampled_53,6.0,11.3,0.3,0.35,1.95,2.5
RZE_resampled_54,6.0,11.3,0.3,0.38000000000000006,1.98,2.5
RZE_resampled_55,6.0,11.3,0.3,0.34422546372286383,1.9245370314252426,2.5926492138567876
RZE_resampled_56,6.0,11.3,0.3,0.33999999999999997,1.9,2.5
RZE_resampled_57,6.0,11.3,0.3,0.4,1.9,2.5
RZE_resampled_58,6.0,11.3,0.3,0.46,1.9,2.5
RZE_resampled_59,6.0,11.3,0.3,0.27900652072030047,1.8578118812348083,2.5455924384146003
RZE_resampled_60,6.0,11.3,0.3,0.32,2.0,2.5
RZE_resampled_61,6.0,11.3,0.3,0.35,2.0,2.5
RZE_resampled_62,6.0,11.3,0.3,0.38000000000000006,2.0,2.5
RZE_resampled_63,6.0,11.3,0.3,0.32380592158227256,2.00935616972977,2.479324069659877
RZE_resampled_67,6.0,11.3,0.3,0.3137325347295271,2.0379325689382948,2.53467203673489
RZE_resampled_68,6.0,11.3,0.3,0.3,2.02,2.5
RZE_resampled_69,6.0,11.3,0.3,0.3,2.05,2.5
RZE_resampled_70,6.0,11.3,0.3,0.3,2.08,2.5
RZE_resampled_71,6.0,11.3,0.3,0.29096933554577203,1.9902117505253982,2.472420477406773
RZE_resampled_72,6.0,11.3,0.3,0.32,1.98,2.5
RZE_resampled_74,6.0,11.3,0.3,0.38000000000000006,1.92,2.5
RZE_resampled_75,6.0,11.3,0.3,0.27544610886904053,1.987465274761722,2.5236212352435303
RZE_resampled_76,6.0,11.3,0.3,0.32,2.02,2.5
RZE_resampled_77,6.0,11.3,0.3,0.35,2.05,2.5
RZE_resampled_78,6.0,11.3,0.3,0.38000000000000006,2.08,2.5
RZE_resampled_79,6.0,11.3,0.3,0.3143774455520839,1.987958553699327,2.5037184172571267
RZE_resampled_80,6.0,11.3,0.3,0.32,2.1,2.5
RZE_resampled_81,6.0,11.3,0.3,0.35,2.1,2.5
RZE_resampled_82,6.0,11.3,0.3,0.38000000000000006,2.1,2.5
RZE_resampled_83,6.0,11.3,0.3,0.35982491794359606,2.089129957945675,2.4411052651263794
RZE_resampled_87,6.0,11.3,0.3,0.383728868225795,2.102899687085087,2.485578364216484
RZE_resampled_88,6.0,11.3,0.3,0.3,2.12,2.5
RZE_resampled_89,6.0,11.3,0.3,0.3,2.1500000000000004,2.5
RZE_resampled_90,6.0,11.3,0.3,0.3,2.18,2.5
RZE_resampled_91,6.0,11.3,0.3,0.32573129571881143,2.1342435585565256,2.5634473040746766
RZE_resampled_92,6.0,11.3,0.3,0.32,2.12,2.5
RZE_resampled_93,6.0,11.3,0.3,0.35,2.1500000000000004,2.5
RZE_resampled_94,6.0,11.3,0.3,0.38000000000000006,2.18,2.5
RZE_resampled_95,6.0,11.3,0.3,0.3589558647760366,2.1548753464371395,2.537145640480299
RZE_resampled_96,6.0,11.3,0.3,0.32,2.08,2.5
RZE_resampled_98,6.0,11.3,0.3,0.38000000000000006,2.02,2.5
RZE_resampled_99,6.0,11.3,0.3,0.2578880763504267,2.177864707298749,2.5234121760051975
RZE_resampled_100,6.0,11.3,0.3,0.3,2.22,2.5
RZE_resampled_101,6.0,11.3,0.3,0.3,2.25,2.5
RZE_resampled_102,6.0,11.3,0.3,0.3,2.28,2.5
RZE_resampled_103,6.0,11.3,0.3,0.33117548110432593,2.2030922299689664,2.498594390544904
RZE_resampled_104,6.0,11.3,0.3,0.32,2.2,2.5
RZE_resampled_105,6.0,11.3,0.3,0.35,2.2,2.5
RZE_resampled_106,6.0,11.3,0.3,0.38000000000000006,2.2,2.5
RZE_resampled_107,6.0,11.3,0.3,0.3323700915868273,2.2043727795345642,2.4808232087392383
RZE_resampled_111,6.0,11.3,0.3,0.31477393481907395,2.141955911411259,2.470514105291104
RZE_resampled_112,6.0,11.3,0.3,0.32,2.22,2.5
RZE_resampled_113,6.0,11.3,0.3,0.35,2.25,2.5
RZE_resampled_114,6.0,11.3,0.3,0.38000000000000006,2.28,2.5
RZE_resampled_115,6.0,11.3,0.3,0.28634672558123986,2.1415500861290675,2.429230782624043
RZE_resampled_116,6.0,11.3,0.3,0.32,2.18,2.5
RZE_resampled_118,6.0,11.3,0.3,0.38000000000000006,2.12,2.5
RZE_resampled_119,6.0,11.3,0.3,0.19785348720958978,2.233183367195172,2.545152499898074
RZE_resampled_123,6.0,11.3,0.3,0.26614145204075684,2.2401637961164487,2.5196493471078427
RZE_resampled_124,6.0,11.3,0.3,0.32,2.3,2.5
RZE_resampled_125,6.0,11.3,0.3,0.35,2.3,2.5
RZE_resampled_126,6.0,11.3,0.3,0.38000000000000006,2.3,2.5
RZE_resampled_127,6.0,11.3,0.3,0.44252250039510177,2.363437277039294,2.5743787728987177
RZE_resampled_128,6.0,11.3,0.3,0.3,2.32,2.5
RZE_resampled_129,6.0,11.3,0.3,0.3,2.3499999999999996,2.5
RZE_resampled_130,6.0,11.3,0.3,0.3,2.38,2.5
RZE_resampled_131,6.0,11.3,0.3,0.2914511084899586,2.2401661948156395,2.554449950568543
RZE_resampled_132,6.0,11.3,0.3,0.32,2.28,2.5
RZE_resampled_134,6.0,11.3,0.3,0.38000000000000006,2.22,2.5
RZE_resampled_135,6.0,11.3,0.3,0.28111925564043133,2.3187219180059673,2.5432584519843333
RZE_resampled_136,6.0,11.3,0.3,0.32,2.32,2.5
RZE_resampled_137,6.0,11.3,0.3,0.35,2.3499999999999996,2.5
RZE_resampled_138,6.0,11.3,0.3,0.38000000000000006,2.38,2.5
RZE_resampled_139,6.0,11.3,0.3,0.33049908248206983,2.318686322475336,2.4766083264895618
RZE_resampled_140,6.0,11.3,0.3,0.32,2.4,2.5
RZE_resampled_141,6.0,11.3,0.3,0.35,2.4,2.5
RZE_resampled_142,6.0,11.3,0.3,0.38000000000000006,2.4,2.5
RZE_resampled_143,6.0,11.3,0.3,0.3093331120551696,2.477962899089525,2.4776421086223306
RZE_resampled_144,6.0,11.3,0.3,0.3,2.42,2.5
RZE_resampled_145,6.0,11.3,0.3,0.3,2.45,2.5
RZE_resampled_146,6.0,11.3,0.3,0.3,2.48,2.5
RZE_resampled_147,6.0,11.3,0.3,0.2692841024402245,2.3721122276601734,2.5782546671524837
RZE_resampled_151,6.0,11.3,0.3,0.2766916928168779,2.4410788559126257,2.5674611284562685
RZE_resampled_152,6.0,11.3,0.3,0.32,2.42,2.5
RZE_resampled_153,6.0,11.3,0.3,0.35,2.45,2.5
RZE_resampled_154,6.0,11.3,0.3,0.38000000000000006,2.48,2.5
RZE_resampled_155,6.0,11.3,0.3,0.26609791087185974,2.4706303491846673,2.464386445533143
RZE_resampled_156,6.0,11.3,0.3,0.32,2.38,2.5
RZE_resampled_158,6.0,11.3,0.3,0.38000000000000006,2.32,2.5
RZE_resampled_159,6.0,11.3,0.3,0.374912280415192,2.280527685891167,2.565755017174876
RZE_resampled_160,6.0,11.3,0.3,0.32,2.5,2.5
RZE_resampled_161,6.0,11.3,0.3,0.35,2.5,2.5
RZE_resampled_162,6.0,11.3,0.3,0.38000000000000006,2.5,2.5
RZE_resampled_163,6.0,11.3,0.3,0.26071135959748787,2.494982542404452,2.4673587944228634
RZE_resampled_167,6.0,11.3,0.3,0.2556605252779077,2.597976762556525,2.499892910365448
RZE_resampled_168,6.0,11.3,0.3,0.3,2.52,2.5
RZE_resampled_169,6.0,11.3,0.3,0.3,2.55,2.5
RZE_resampled_170,6.0,11.3,0.3,0.3,2.58,2.5
RZE_resampled_171,6.0,11.3,0.3,0.33377749646322236,2.444851120207981,2.5026176865521625
RZE_resampled_172,6.0,11.3,0.3,0.32,2.48,2.5
RZE_resampled_174,6.0,11.3,0.3,0.38000000000000006,2.42,2.5
RZE_resampled_175,6.0,11.3,0.3,0.3340751881717541,2.475163662410986,2.487954476836373
RZE_resampled_176,6.0,11.3,0.3,0.32,2.52,2.5
RZE_resampled_177,6.0,11.3,0.3,0.35,2.55,2.5
RZE_resampled_178,6.0,11.3,0.3,0.38000000000000006,2.58,2.5
RZE_resampled_179,6.0,11.3,0.3,0.3797952381859417,2.5938209800120067,2.5659112215857562
RZE_resampled_180,6.0,11.3,0.3,0.32,2.5,2.7
RZE_resampled_181,6.0,11.3,0.3,0.35,2.5,2.7
RZE_resampled_182,6.0,11.3,0.3,0.38000000000000006,2.5,2.7
RZE_resampled_183,6.0,11.3,0.3,0.24471505527238555,2.5348960769196434,2.802841910114024
RZE_resampled_184,6.0,11.3,0.3,0.32,2.52,2.7
RZE_resampled_185,6.0,11.3,0.3,0.35,2.55,2.7
RZE_resampled_186,6.0,11.3,0.3,0.38000000000000006,2.58,2.7
RZE_resampled_187,6.0,11.3,0.3,0.33675776977137056,2.50368008712618,2.63972064804992
RZE_resampled_188,6.0,11.3,0.3,0.32,2.48,2.7
RZE_resampled_189,6.0,11.3,0.3,0.35,2.45,2.7
RZE_resampled_190,6.0,11.3,0.3,0.38000000000000006,2.42,2.7
RZE_resampled_191,6.0,11.3,0.3,0.22796989246386634,2.5250281957920135,2.6409997309163464
RZE_resampled_192,6.0,11.3,0.3,0.3,2.5,2.74
RZE_resampled_193,6.0,11.3,0.3,0.3,2.5,2.8
RZE_resampled_194,6.0,11.3,0.3,0.3,2.5,2.86
RZE_resampled_195,6.0,11.3,0.3,0.2798072320615183,2.61587858851929,2.78406604874283
RZE_resampled_196,6.0,11.3,0.3,0.33999999999999997,2.5,2.7
RZE_resampled_197,6.0,11.3,0.3,0.4,2.5,2.7
RZE_resampled_198,6.0,11.3,0.3,0.46,2.5,2.7
RZE_resampled_199,6.0,11.3,0.3,0.22274484744181036,2.472007264856624,2.720391878692045
RZE_resampled_200,6.0,11.3,0.3,0.32,2.5,2.9
RZE_resampled_201,6.0,11.3,0.3,0.35,2.5,2.9
RZE_resampled_202,6.0,11.3,0.3,0.38000000000000006,2.5,2.8999999999999995
RZE_resampled_203,6.0,11.3,0.3,0.3019256220101007,2.5247724108517255,2.9077297889392217
RZE_resampled_204,6.0,11.3,0.3,0.32,2.48,2.9
RZE_resampled_205,6.0,11.3,0.3,0.35,2.45,2.9
RZE_resampled_206,6.0,11.3,0.3,0.38000000000000006,2.42,2.8999999999999995
RZE_resampled_207,6.0,11.3,0.3,0.19696281133409757,2.548239385512201,2.967332822539169
RZE_resampled_208,6.0,11.3,0.3,0.32,2.52,2.9
RZE_resampled_209,6.0,11.3,0.3,0.35,2.55,2.9
RZE_resampled_210,6.0,11.3,0.3,0.38000000000000006,2.58,2.8999999999999995
RZE_resampled_211,6.0,11.3,0.3,0.26647960805026044,2.5416769770299283,2.8814866555030547
RZE_resampled_215,6.0,11.3,0.3,0.3374252420830829,2.501691369916109,2.9059685027323727
RZE_resampled_216,6.0,11.3,0.3,0.33999999999999997,2.5,2.9
RZE_resampled_217,6.0,11.3,0.3,0.4,2.5,2.9
RZE_resampled_218,6.0,11.3,0.3,0.46,2.5,2.8999999999999995
RZE_resampled_219,6.0,11.3,0.3,0.21656350458577542,2.4828960050364035,2.9735889743879946
RZE_resampled_220,6.0,11.3,0.3,0.32,2.6,2.5
RZE_resampled_221,6.0,11.3,0.3,0.35,2.6,2.5
RZE_resampled_222,6.0,11.3,0.3,0.38000000000000006,2.6,2.5
RZE_resampled_223,6.0,11.3,0.3,0.33065036832779005,2.6259275226303767,2.4970583724799185
RZE_resampled_227,6.0,11.3,0.3,0.28785355357590725,2.616189349991822,2.392068138046776
RZE_resampled_228,6.0,11.3,0.3,0.3,2.62,2.5
RZE_resampled_229,6.0,11.3,0.3,0.3,2.6500000000000004,2.5
RZE_resampled_230,6.0,11.3,0.3,0.3,2.68,2.5
RZE_resampled_231,6.0,11.3,0.3,0.28175595565637596,2.5680428092366374,2.476408435506622
RZE_resampled_232,6.0,11.3,0.3,0.32,2.58,2.5
RZE_resampled_234,6.0,11.3,0.3,0.38000000000000006,2.52,2.5
RZE_resampled_235,6.0,11.3,0.3,0.2628665204826545,2.6745679855134017,2.4918925376202368
RZE_resampled_236,6.0,11.3,0.3,0.32,2.62,2.5
RZE_resampled_237,6.0,11.3,0.3,0.35,2.6500000000000004,2.5
RZE_resampled_238,6.0,11.3,0.3,0.38000000000000006,2.68,2.5
RZE_resampled_239,6.0,11.3,0.3,0.33511746811096166,2.645934884796363,2.4612638978415897
RZE_resampled_240,6.0,11.3,0.3,0.3,2.72,2.5
RZE_resampled_241,6.0,11.3,0.3,0.3,2.75,2.5
RZE_resampled_242,6.0,11.3,0.3,0.3,2.78,2.5
RZE_resampled_243,6.0,11.3,0.3,0.23478511629020332,2.771880443349879,2.4678471702585356
RZE_resampled_244,6.0,11.3,0.3,0.32,2.7,2.5
RZE_resampled_245,6.0,11.3,0.3,0.35,2.7,2.5
RZE_resampled_246,6.0,11.3,0.3,0.38000000000000006,2.7,2.5
RZE_resampled_247,6.0,11.3,0.3,0.306285359336569,2.7634144435900905,2.5484828145185725
RZE_resampled_251,6.0,11.3,0.3,0.286154906242293,2.6272247248701195,2.507569601559808
RZE_resampled_252,6.0,11.3,0.3,0.32,2.72,2.5
RZE_resampled_253,6.0,11.3,0.3,0.35,2.75,2.5
RZE_resampled_254,6.0,11.3,0.3,0.38000000000000006,2.78,2.5
RZE_resampled_255,6.0,11.3,0.3,0.2126306358147812,2.643083087812183,2.4500570260897225
RZE_resampled_256,6.0,11.3,0.3,0.32,2.68,2.5
RZE_resampled_258,6.0,11.3,0.3,0.38000000000000006,2.62,2.5
RZE_resampled_259,6.0,11.3,0.3,0.2850244237912024,2.7083846958128137,2.5367490096201513
RZE_resampled_262,6.0,11.3,0.3,0.3,2.7199999999999998,2.5
RZE_resampled_263,6.0,11.3,0.3,0.3241388013292972,2.876741248503839,2.5849694379569073
RZE_resampled_264,6.0,11.3,0.3,0.32,2.8,2.5
RZE_resampled_265,6.0,11.3,0.3,0.35,2.8,2.5
RZE_resampled_266,6.0,11.3,0.3,0.38000000000000006,2.8,2.5
RZE_resampled_267,6.0,11.3,0.3,0.3280375162935016,2.800086428820786,2.491624421102159
RZE_resampled_268,6.0,11.3,0.3,0.3,2.82,2.5
RZE_resampled_269,6.0,11.3,0.3,0.3,2.8499999999999996,2.5
RZE_resampled_270,6.0,11.3,0.3,0.3,2.88,2.5
RZE_resampled_271,6.0,11.3,0.3,0.2726589428750179,2.776008036854871,2.4878101722058372
RZE_resampled_272,6.0,11.3,0.3,0.32,2.78,2.5
RZE_resampled_274,6.0,11.3,0.3,0.38000000000000006,2.7199999999999998,2.5
RZE_resampled_275,6.0,11.3,0.3,0.2545029164572106,2.770771253904043,2.5104672040120586
RZE_resampled_276,6.0,11.3,0.3,0.32,2.82,2.5
RZE_resampled_277,6.0,11.3,0.3,0.35,2.8499999999999996,2.5
RZE_resampled_278,6.0,11.3,0.3,0.38000000000000006,2.88,2.5
RZE_resampled_279,6.0,11.3,0.3,0.3854409438512796,2.787309169821455,2.557176672312832
RZE_resampled_280,6.0,11.3,0.3,0.32,2.9,2.5
RZE_resampled_281,6.0,11.3,0.3,0.35,2.9,2.5
RZE_resampled_282,6.0,11.3,0.3,0.38000000000000006,2.8999999999999995,2.5
RZE_resampled_283,6.0,11.3,0.3,0.33945300939078865,2.906466084413109,2.518675794462604
RZE_resampled_286,6.0,11.3,0.3,0.3,2.8199999999999994,2.5
RZE_resampled_287,6.0,11.3,0.3,0.37993259646471644,2.8295144171812825,2.558185054371802
RZE_resampled_288,6.0,11.3,0.3,0.3,2.92,2.5
RZE_resampled_289,6.0,11.3,0.3,0.3,2.95,2.5
RZE_resampled_290,6.0,11.3,0.3,0.3,2.9800000000000004,2.5
RZE_resampled_291,6.0,11.3,0.3,0.3049334250875833,2.8908978135657066,2.4604621603638313
RZE_resampled_292,6.0,11.3,0.3,0.32,2.92,2.5
RZE_resampled_293,6.0,11.3,0.3,0.35,2.95,2.5
RZE_resampled_294,6.0,11.3,0.3,0.38000000000000006,2.9800000000000004,2.5
RZE_resampled_295,6.0,11.3,0.3,0.34194178321430424,2.846053879323435,2.574439317215972
RZE_resampled_296,6.0,11.3,0.3,0.32,2.88,2.5
RZE_resampled_298,6.0,11.3,0.3,0.38000000000000006,2.8199999999999994,2.5
RZE_resampled_299,6.0,11.3,0.3,0.34631056793295595,2.9401452270473247,2.5165414494409597
RZE_resampled_300,6.0,11.3,0.3,0.32,3.0000000000000004,2.5
RZE_resampled_301,6.0,11.3,0.3,0.35,3.0,2.5
RZE_resampled_302,6.0,11.3,0.3,0.38000000000000006,3.0,2.5
RZE_resampled_303,6.0,11.3,0.3,0.22298978076972664,2.9516486181755046,2.5486357849807297
RZE_resampled_304,6.0,11.3,0.3,0.3,3.0200000000000005,2.5
RZE_resampled_305,6.0,11.3,0.3,0.3,3.05,2.5
RZE_resampled_306,6.0,11.3,0.3,0.3,3.08,2.5
RZE_resampled_307,6.0,11.3,0.3,0.23807741413539485,3.0268525389632615,2.5457633828710806
RZE_resampled_311,6.0,11.3,0.3,0.23401865958649015,2.9602923153658627,2.5095819361550977
RZE_resampled_312,6.0,11.3,0.3,0.32,2.9800000000000004,2.5
RZE_resampled_314,6.0,11.3,0.3,0.38000000000000006,2.92,2.5
RZE_resampled_315,6.0,11.3,0.3,0.37488628790253986,3.0009991162446976,2.5313784953853404
RZE_resampled_316,6.0,11.3,0.3,0.32,3.0200000000000005,2.5
RZE_resampled_317,6.0,11.3,0.3,0.35,3.05,2.5
RZE_resampled_318,6.0,11.3,0.3,0.38000000000000006,3.08,2.5
RZE_resampled_319,6.0,11.3,0.3,0.3239880055536634,2.956797860373528,2.498510747730891
RZE_resampled_320,6.0,11.3,0.3,0.32,3.0000000000000004,2.7
RZE_resampled_321,6.0,11.3,0.3,0.35,3.0,2.7
RZE_resampled_322,6.0,11.3,0.3,0.38000000000000006,3.0,2.7
RZE_resampled_323,6.0,11.3,0.3,0.4122801914075537,2.943370439130952,2.6731109977579526
RZE_resampled_324,6.0,11.3,0.3,0.3,3.0200000000000005,2.7
RZE_resampled_325,6.0,11.3,0.3,0.3,3.05,2.7
RZE_resampled_326,6.0,11.3,0.3,0.3,3.08,2.7
RZE_resampled_327,6.0,11.3,0.3,0.1783825105330134,2.988736099560331,2.6128181736646665
RZE_resampled_328,6.0,11.3,0.3,0.32,3.0200000000000005,2.7
RZE_resampled_329,6.0,11.3,0.3,0.35,3.05,2.7
RZE_resampled_330,6.0,11.3,0.3,0.38000000000000006,3.08,2.7
RZE_resampled_331,6.0,11.3,0.3,0.1895546004770348,2.9880847685150487,2.7245437677259883
RZE_resampled_332,6.0,11.3,0.3,0.32,2.9800000000000004,2.7
RZE_resampled_333,6.0,11.3,0.3,0.35,2.95,2.7
RZE_resampled_334,6.0,11.3,0.3,0.38000000000000006,2.92,2.7
RZE_resampled_335,6.0,11.3,0.3,0.3017101836910616,2.9922647502342445,2.749240587186824
RZE_resampled_336,6.0,11.3,0.3,0.3,3.0000000000000004,2.74
RZE_resampled_337,6.0,11.3,0.3,0.3,3.0,2.8
RZE_resampled_338,6.0,11.3,0.3,0.3,3.0,2.86
RZE_resampled_339,6.0,11.3,0.3,0.36237828547992323,2.9512827978287284,2.683012186473605
RZE_resampled_340,6.0,11.3,0.3,0.32,3.0000000000000004,2.9
RZE_resampled_341,6.0,11.3,0.3,0.35,3.0,2.9
RZE_resampled_342,6.0,11.3,0.3,0.38000000000000006,3.0,2.8999999999999995
RZE_resampled_343,6.0,11.3,0.3,0.33373557222601297,2.97171520001915,2.859915757776792
RZE_resampled_344,6.0,11.3,0.3,0.3,3.0200000000000005,2.9
RZE_resampled_345,6.0,11.3,0.3,0.3,3.05,2.9
RZE_resampled_346,6.0,11.3,0.3,0.3,3.08,2.8999999999999995
RZE_resampled_347,6.0,11.3,0.3,0.32714187182842236,3.0002103986629742,2.8845393806030204
RZE_resampled_348,6.0,11.3,0.3,0.32,2.9800000000000004,2.9
RZE_resampled_349,6.0,11.3,0.3,0.35,2.95,2.9
RZE_resampled_350,6.0,11.3,0.3,0.38000000000000006,2.92,2.8999999999999995
RZE_resampled_351,6.0,11.3,0.3,0.28480450772032473,2.941765624951292,2.938541153836017
RZE_resampled_352,6.0,11.3,0.3,0.32,3.0200000000000005,2.9
RZE_resampled_353,6.0,11.3,0.3,0.35,3.05,2.9
RZE_resampled_354,6.0,11.3,0.3,0.38000000000000006,3.08,2.8999999999999995
RZE_resampled_355,6.0,11.3,0.3,0.2993861922705057,3.131889378179995,2.92541845380718
RZE_resampled_356,6.0,11.3,0.3,0.3,3.0000000000000004,2.86
RZE_resampled_358,6.0,11.3,0.3,0.3,3.0,2.74
RZE_resampled_359,6.0,11.3,0.3,0.2963201953105013,2.9831897250299724,2.976137575359121
RZE_resampled_360,6.0,11.3,0.3,0.32,3.1000000000000005,2.5
RZE_resampled_361,6.0,11.3,0.3,0.35,3.1,2.5
RZE_resampled_362,6.0,11.3,0.3,0.38000000000000006,3.1000000000000005,2.5
RZE_resampled_363,6.0,11.3,0.3,0.34445735590893956,3.0343873486084942,2.44592037765169
RZE_resampled_364,6.0,11.3,0.3,0.3,3.0800000000000005,2.5
RZE_resampled_367,6.0,11.3,0.3,0.29266133098611025,3.0649088546172476,2.535432844733518
RZE_resampled_368,6.0,11.3,0.3,0.32,3.0800000000000005,2.5
RZE_resampled_370,6.0,11.3,0.3,0.38000000000000006,3.0200000000000005,2.5
RZE_resampled_371,6.0,11.3,0.3,0.2548779423293078,3.1522662516543414,2.5095099948764252
RZE_resampled_372,6.0,11.3,0.3,0.33999999999999997,3.1000000000000005,2.5
RZE_resampled_373,6.0,11.3,0.3,0.4,3.1,2.5
RZE_resampled_374,6.0,11.3,0.3,0.46,3.1000000000000005,2.5
RZE_resampled_375,6.0,11.3,0.3,0.22801795576618522,3.1027347146414597,2.475748919849922
RZE_resampled_376,6.0,11.3,0.3,0.3,3.1000000000000005,2.54
RZE_resampled_377,6.0,11.3,0.3,0.3,3.1,2.6
RZE_resampled_378,6.0,11.3,0.3,0.3,3.1000000000000005,2.66
RZE_resampled_379,6.0,11.3,0.3,0.27415431485082997,3.1072550596971498,2.457406550491257
RZE_resampled_380,6.0,11.3,0.3,0.32,3.1000000000000005,2.7
RZE_resampled_381,6.0,11.3,0.3,0.35,3.1,2.7
RZE_resampled_382,6.0,11.3,0.3,0.38000000000000006,3.1000000000000005,2.7
RZE_resampled_383,6.0,11.3,0.3,0.24769416726809146,3.138611842677187,2.7295819401880888
RZE_resampled_384,6.0,11.3,0.3,0.3,3.0800000000000005,2.7
RZE_resampled_387,6.0,11.3,0.3,0.38665935356415065,3.1584482087473296,2.7967666293670903
RZE_resampled_388,6.0,11.3,0.3,0.32,3.0800000000000005,2.7
RZE_resampled_390,6.0,11.3,0.3,0.38000000000000006,3.0200000000000005,2.7
RZE_resampled_391,6.0,11.3,0.3,0.3155019474120091,3.1913862144695386,2.6456531066180413
RZE_resampled_392,6.0,11.3,0.3,0.3,3.1000000000000005,2.74
RZE_resampled_393,6.0,11.3,0.3,0.3,3.1,2.8
RZE_resampled_394,6.0,11.3,0.3,0.3,3.1000000000000005,2.86
RZE_resampled_395,6.0,11.3,0.3,0.27930867352312755,3.057275631676664,2.639248994792294
RZE_resampled_396,6.0,11.3,0.3,0.33999999999999997,3.1000000000000005,2.7
RZE_resampled_397,6.0,11.3,0.3,0.4,3.1,2.7
RZE_resampled_398,6.0,11.3,0.3,0.46,3.1000000000000005,2.7
RZE_resampled_399,6.0,11.3,0.3,0.31994882220752113,3.0687624802379534,2.7562636270393175
RZE_resampled_400,6.0,11.3,0.3,0.32,3.1000000000000005,2.9
RZE_resampled_401,6.0,11.3,0.3,0.35,3.1,2.9
RZE_resampled_402,6.0,11.3,0.3,0.38000000000000006,3.1000000000000005,2.8999999999999995
